Order_ID,Product_ID,Warehouse_Block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Shipment_Distance,Gender,Discount_Offered,On_time_delivery,Seller_Name
8024,156339,F,Ship,5,3,245,low,F,2,0,Next Electronics Pvt Ltd
8025,156188,A,Ship,7,3,296,medium,M,8,1,Next Electronics Pvt Ltd
8026,156036,B,Ship,7,3,286,low,F,5,1,Next Electronics Pvt Ltd
8027,155741,C,Ship,6,3,252,low,M,1,0,Next Electronics Pvt Ltd
8028,155607,F,Ship,6,5,301,low,F,7,1,Next Electronics Pvt Ltd
8029,156253,D,Ship,7,1,290,low,M,4,0,Next Electronics Pvt Ltd
8030,155663,F,Ship,7,1,247,medium,M,6,1,Next Electronics Pvt Ltd
8031,156119,A,Ship,5,5,238,low,F,3,1,Next Electronics Pvt Ltd
8032,155666,B,Ship,5,2,263,medium,F,10,0,Next Electronics Pvt Ltd
8033,155674,C,Ship,5,2,263,low,M,3,1,Next Electronics Pvt Ltd
8034,156330,F,Ship,5,2,248,low,F,3,1,Next Electronics Pvt Ltd
8035,155470,D,Ship,7,2,289,low,M,1,0,Next Electronics Pvt Ltd
8036,156022,F,Ship,4,4,256,high,M,1,1,Next Electronics Pvt Ltd
8037,155970,A,Ship,6,2,287,low,F,7,1,Next Electronics Pvt Ltd
8038,155950,B,Ship,4,2,250,medium,M,10,1,Next Electronics Pvt Ltd
8039,155927,C,Ship,7,3,301,medium,M,1,1,Next Electronics Pvt Ltd
8040,156007,F,Ship,4,1,245,low,F,3,0,Next Electronics Pvt Ltd
8041,155603,D,Ship,4,5,226,medium,M,8,0,Next Electronics Pvt Ltd
8042,155979,F,Ship,6,2,272,low,M,8,0,Next Electronics Pvt Ltd
8043,155835,A,Ship,3,3,307,low,F,3,1,Next Electronics Pvt Ltd
8044,155745,B,Ship,6,1,138,low,M,6,0,Next Electronics Pvt Ltd
8045,155466,C,Ship,5,1,248,low,F,8,0,Next Electronics Pvt Ltd
8046,155365,F,Ship,5,1,307,low,M,8,1,Next Electronics Pvt Ltd
8047,155473,D,Ship,6,2,256,low,F,6,0,Next Electronics Pvt Ltd
8048,155912,F,Ship,6,5,301,low,M,8,0,Next Electronics Pvt Ltd
8049,155786,A,Ship,7,3,245,medium,F,10,1,Next Electronics Pvt Ltd
8050,155638,B,Ship,2,2,168,medium,F,2,1,Next Electronics Pvt Ltd
8051,156306,C,Ship,6,1,295,low,M,10,0,Next Electronics Pvt Ltd
8052,155360,F,Ship,6,4,299,low,M,9,0,Next Electronics Pvt Ltd
8053,155658,D,Ship,6,4,253,medium,M,9,0,Next Electronics Pvt Ltd
8054,156127,F,Ship,7,4,269,medium,M,5,0,Next Electronics Pvt Ltd
8055,156244,A,Ship,5,1,267,medium,F,10,0,Next Electronics Pvt Ltd
8056,155541,B,Ship,3,5,212,medium,M,7,1,Next Electronics Pvt Ltd
8057,155519,C,Road,5,3,258,medium,F,1,0,Next Electronics Pvt Ltd
8058,156249,F,Road,4,3,136,low,M,6,1,Next Electronics Pvt Ltd
8059,156276,D,Road,3,1,101,medium,F,1,0,Next Electronics Pvt Ltd
8060,155679,F,Road,5,2,191,low,F,3,0,Next Electronics Pvt Ltd
8061,155481,A,Road,5,5,186,low,M,3,0,Next Electronics Pvt Ltd
8062,156064,B,Road,4,4,104,low,F,7,0,Next Electronics Pvt Ltd
8063,155585,C,Road,4,3,201,medium,F,3,0,Next Electronics Pvt Ltd
8064,155437,F,Road,3,2,235,medium,F,10,0,Next Electronics Pvt Ltd
8065,156233,D,Road,4,4,271,high,M,3,0,Next Electronics Pvt Ltd
8066,155549,F,Road,2,3,133,low,F,5,1,Next Electronics Pvt Ltd
8067,156202,A,Road,3,1,256,low,M,6,1,Next Electronics Pvt Ltd
8068,155537,B,Road,3,1,225,low,F,2,1,Next Electronics Pvt Ltd
8069,156027,C,Road,5,3,202,low,M,4,1,Next Electronics Pvt Ltd
8070,156082,F,Road,4,4,214,medium,F,1,0,Next Electronics Pvt Ltd
8071,155579,D,Road,6,3,217,medium,M,3,0,Next Electronics Pvt Ltd
8072,155545,F,Road,4,1,241,low,M,3,0,Next Electronics Pvt Ltd
8073,155979,A,Road,2,3,263,low,M,10,0,Next Electronics Pvt Ltd
8074,155498,B,Road,4,2,273,low,F,9,0,Next Electronics Pvt Ltd
8075,155505,C,Road,4,4,199,low,F,9,0,Next Electronics Pvt Ltd
8076,155527,F,Road,4,1,198,medium,F,9,0,Next Electronics Pvt Ltd
8077,155631,D,Road,2,4,101,low,F,6,1,Next Electronics Pvt Ltd
8078,156092,F,Road,4,4,155,low,F,10,1,Next Electronics Pvt Ltd
8079,155482,A,Flight,2,1,155,low,M,2,1,Next Electronics Pvt Ltd
8080,156127,B,Flight,4,3,117,medium,F,4,0,Next Electronics Pvt Ltd
8081,156276,C,Flight,3,2,262,low,M,5,1,Next Electronics Pvt Ltd
8082,156273,F,Flight,5,4,142,low,F,8,1,Next Electronics Pvt Ltd
8083,156065,D,Flight,4,4,115,medium,M,7,0,Next Electronics Pvt Ltd
8084,156124,F,Flight,4,4,175,low,F,6,1,Next Electronics Pvt Ltd
8085,155536,A,Flight,2,5,239,low,F,9,1,Next Electronics Pvt Ltd
8086,155777,B,Flight,4,1,171,low,M,3,0,Next Electronics Pvt Ltd
8087,155683,C,Flight,4,4,174,low,M,8,0,Next Electronics Pvt Ltd
8088,155795,F,Flight,4,1,164,high,F,1,0,Next Electronics Pvt Ltd
8089,155759,D,Flight,3,2,262,medium,M,4,0,Next Electronics Pvt Ltd
8090,155855,F,Flight,3,5,262,medium,F,7,1,Next Electronics Pvt Ltd
8091,155785,A,Flight,3,1,245,low,F,4,0,Next Electronics Pvt Ltd
8092,155529,B,Flight,3,4,184,low,F,2,0,Next Electronics Pvt Ltd
8093,156034,C,Flight,5,1,231,low,M,10,1,Next Electronics Pvt Ltd
8094,155428,F,Flight,5,1,226,high,F,2,0,Next Electronics Pvt Ltd
8095,156064,D,Flight,4,1,211,medium,F,2,0,Next Electronics Pvt Ltd
8096,156268,F,Flight,4,2,266,medium,M,3,0,Next Electronics Pvt Ltd
8097,156098,A,Flight,4,2,216,low,M,4,1,Next Electronics Pvt Ltd
8098,155584,B,Flight,4,3,153,low,M,5,1,Next Electronics Pvt Ltd
8099,155934,C,Flight,2,2,242,high,M,9,0,Next Electronics Pvt Ltd
8100,156154,F,Flight,5,1,282,low,M,6,1,Next Electronics Pvt Ltd
8101,155408,D,Ship,4,1,165,medium,F,10,0,Next Electronics Pvt Ltd
8102,156275,F,Ship,3,1,146,medium,M,9,1,Next Electronics Pvt Ltd
8103,156240,A,Ship,5,3,113,medium,F,5,0,Next Electronics Pvt Ltd
8104,155672,B,Ship,3,2,161,medium,F,1,0,Next Electronics Pvt Ltd
8105,156226,C,Ship,2,2,219,medium,M,8,0,Next Electronics Pvt Ltd
8106,155974,F,Ship,4,2,237,low,F,1,0,Next Electronics Pvt Ltd
8107,156230,D,Ship,4,3,246,low,M,5,0,Next Electronics Pvt Ltd
8108,156238,F,Ship,3,4,229,medium,F,3,0,Next Electronics Pvt Ltd
8109,155414,A,Ship,3,3,195,low,M,1,0,Next Electronics Pvt Ltd
8110,155746,B,Ship,4,3,160,low,M,5,1,Next Electronics Pvt Ltd
8111,156174,C,Ship,3,5,144,medium,M,6,0,Next Electronics Pvt Ltd
8112,155876,F,Ship,3,3,217,medium,F,3,0,Next Electronics Pvt Ltd
8113,155681,D,Ship,3,4,240,high,F,6,0,Next Electronics Pvt Ltd
8114,155567,F,Ship,3,2,210,medium,M,8,0,Next Electronics Pvt Ltd
8115,155655,A,Ship,4,2,249,low,F,9,1,Next Electronics Pvt Ltd
8116,155755,B,Ship,4,1,178,high,M,3,1,Next Electronics Pvt Ltd
8117,155477,C,Ship,6,4,224,low,F,6,0,Next Electronics Pvt Ltd
8118,155590,F,Ship,3,1,142,medium,F,10,1,Next Electronics Pvt Ltd
8119,155625,D,Ship,4,5,163,medium,F,10,1,Next Electronics Pvt Ltd
8120,156179,F,Ship,4,1,261,medium,F,10,0,Next Electronics Pvt Ltd
8121,155460,A,Ship,3,4,151,medium,M,5,1,Next Electronics Pvt Ltd
8122,155675,B,Ship,4,2,197,medium,M,3,1,Next Electronics Pvt Ltd
8123,155860,C,Ship,6,3,155,medium,F,1,1,Next Electronics Pvt Ltd
8124,156018,F,Ship,3,5,152,medium,M,2,0,Next Electronics Pvt Ltd
8125,155416,D,Ship,4,5,275,low,M,3,0,Next Electronics Pvt Ltd
8126,155526,F,Ship,3,1,102,medium,F,4,1,Next Electronics Pvt Ltd
8127,155857,A,Ship,4,1,285,low,M,4,0,Next Electronics Pvt Ltd
8128,156310,B,Ship,4,5,248,medium,M,10,1,Next Electronics Pvt Ltd
8129,155978,C,Ship,3,4,274,low,F,7,1,Next Electronics Pvt Ltd
8130,156258,F,Ship,4,4,104,low,M,6,1,Next Electronics Pvt Ltd
8131,156007,D,Ship,5,4,176,medium,M,10,0,Next Electronics Pvt Ltd
8132,156211,F,Ship,5,4,237,medium,F,1,0,Next Electronics Pvt Ltd
8133,155498,A,Ship,4,4,247,medium,M,9,0,Next Electronics Pvt Ltd
8134,155641,B,Ship,5,5,212,low,F,6,0,Next Electronics Pvt Ltd
8135,156128,C,Ship,4,5,226,low,M,1,0,Next Electronics Pvt Ltd
8136,155522,F,Ship,6,2,213,medium,F,7,0,Next Electronics Pvt Ltd
8137,155472,D,Ship,4,3,177,low,M,1,0,Next Electronics Pvt Ltd
8138,155456,F,Ship,4,5,235,medium,M,6,1,Next Electronics Pvt Ltd
8139,155528,A,Ship,3,4,263,medium,F,2,1,Next Electronics Pvt Ltd
8140,155506,B,Ship,3,3,181,low,F,10,0,Next Electronics Pvt Ltd
8141,155610,C,Ship,3,2,178,medium,F,2,0,Next Electronics Pvt Ltd
8142,156195,F,Ship,3,5,243,medium,F,4,1,Next Electronics Pvt Ltd
8143,155691,D,Ship,3,3,230,medium,F,2,1,Next Electronics Pvt Ltd
8144,155796,F,Ship,4,3,106,medium,F,6,0,Next Electronics Pvt Ltd
8145,155638,A,Ship,4,5,266,medium,F,2,0,Next Electronics Pvt Ltd
8146,155569,B,Ship,5,2,284,low,M,1,1,Next Electronics Pvt Ltd
8147,155772,C,Ship,2,5,233,low,M,9,1,Next Electronics Pvt Ltd
8148,155753,F,Ship,3,3,200,high,F,2,1,Next Electronics Pvt Ltd
8149,155427,D,Ship,3,2,176,medium,F,1,0,Next Electronics Pvt Ltd
8150,155778,F,Ship,5,1,279,medium,M,4,1,Next Electronics Pvt Ltd
8151,155626,A,Ship,3,3,164,high,M,9,0,Next Electronics Pvt Ltd
8152,156349,B,Ship,4,3,163,low,F,10,1,Next Electronics Pvt Ltd
8153,156157,C,Ship,4,5,254,medium,F,3,0,Next Electronics Pvt Ltd
8154,155926,F,Ship,5,4,234,low,F,2,0,Next Electronics Pvt Ltd
8155,156109,D,Ship,4,1,191,low,F,8,1,Next Electronics Pvt Ltd
8156,155757,F,Ship,3,3,224,medium,F,5,1,Next Electronics Pvt Ltd
8157,155872,A,Ship,3,1,250,low,F,5,0,Next Electronics Pvt Ltd
8158,156093,B,Ship,4,5,101,medium,M,8,0,Next Electronics Pvt Ltd
8159,156074,C,Ship,3,2,227,medium,M,6,0,Next Electronics Pvt Ltd
8160,155884,F,Ship,3,1,173,medium,F,4,0,Next Electronics Pvt Ltd
8161,155837,D,Ship,4,3,209,medium,M,6,0,Next Electronics Pvt Ltd
8162,155577,F,Ship,3,5,241,low,F,4,0,Next Electronics Pvt Ltd
8163,155882,A,Ship,5,5,257,medium,F,9,0,Next Electronics Pvt Ltd
8164,156242,B,Ship,5,1,146,high,F,3,1,Next Electronics Pvt Ltd
8165,155934,C,Ship,2,3,129,medium,M,3,1,Next Electronics Pvt Ltd
8166,156132,F,Ship,3,4,285,low,M,9,1,Next Electronics Pvt Ltd
8167,156162,D,Ship,3,1,133,low,F,5,1,Next Electronics Pvt Ltd
8168,156252,F,Ship,4,2,185,low,M,1,0,Next Electronics Pvt Ltd
8169,155478,A,Ship,5,5,193,medium,M,8,0,Next Electronics Pvt Ltd
8170,156147,B,Ship,5,4,228,medium,M,5,1,Next Electronics Pvt Ltd
8171,155387,C,Ship,3,3,179,low,M,5,0,Next Electronics Pvt Ltd
8172,155417,F,Ship,4,2,224,low,F,9,0,Next Electronics Pvt Ltd
8173,155790,D,Ship,3,2,279,medium,M,1,0,Next Electronics Pvt Ltd
8174,155947,F,Ship,4,2,181,medium,M,4,0,Next Electronics Pvt Ltd
8175,155941,A,Ship,5,5,198,medium,M,9,0,Next Electronics Pvt Ltd
8176,156026,B,Ship,3,5,193,medium,F,4,0,Next Electronics Pvt Ltd
8177,155751,C,Ship,5,4,184,low,F,1,1,Next Electronics Pvt Ltd
8178,155884,F,Ship,5,2,139,low,M,9,0,Next Electronics Pvt Ltd
8179,155890,D,Ship,5,,210,low,M,5,1,Next Electronics Pvt Ltd
8180,155550,F,Ship,4,3,225,low,M,2,1,Next Electronics Pvt Ltd
8181,156048,A,Ship,3,1,189,low,F,5,0,Next Electronics Pvt Ltd
8182,155984,B,Ship,4,5,164,low,F,4,0,Next Electronics Pvt Ltd
8183,156180,C,Ship,3,5,196,low,M,1,1,Next Electronics Pvt Ltd
8184,156316,F,Ship,5,3,246,medium,F,1,0,Next Electronics Pvt Ltd
8185,156115,D,Ship,4,4,188,low,F,10,1,Next Electronics Pvt Ltd
8186,156343,F,Ship,3,3,250,medium,F,4,0,Next Electronics Pvt Ltd
8187,156257,A,Ship,4,2,156,medium,F,2,1,Next Electronics Pvt Ltd
8188,156264,B,Ship,3,1,218,low,M,6,1,Next Electronics Pvt Ltd
8189,156068,C,Ship,5,5,172,low,M,5,0,Next Electronics Pvt Ltd
8190,155558,F,Ship,3,1,259,low,F,3,0,Next Electronics Pvt Ltd
8191,155418,D,Ship,3,3,231,medium,F,9,1,Next Electronics Pvt Ltd
8192,155931,F,Ship,5,2,224,high,M,4,0,Next Electronics Pvt Ltd
8193,156043,A,Ship,4,5,201,low,M,7,0,Next Electronics Pvt Ltd
8194,156027,B,Road,4,2,189,medium,M,5,0,Next Electronics Pvt Ltd
8195,155788,C,Road,5,4,265,medium,M,10,0,Next Electronics Pvt Ltd
8196,155789,F,Road,3,5,147,medium,M,5,1,Next Electronics Pvt Ltd
8197,155568,D,Road,4,4,195,low,F,6,0,Next Electronics Pvt Ltd
8198,155742,F,Road,4,5,216,medium,F,7,0,Next Electronics Pvt Ltd
8199,156314,A,Road,4,2,148,low,M,5,0,Next Electronics Pvt Ltd
8200,155712,B,Road,5,4,180,medium,F,7,1,Next Electronics Pvt Ltd
8201,156060,C,Road,3,3,169,low,F,7,0,Next Electronics Pvt Ltd
8202,156018,F,Road,3,4,200,low,F,7,0,Next Electronics Pvt Ltd
8203,156165,D,Road,3,3,255,low,F,10,0,Next Electronics Pvt Ltd
8204,155972,F,Road,4,3,238,low,F,1,0,Next Electronics Pvt Ltd
8205,155940,A,Road,3,4,163,medium,M,5,1,Next Electronics Pvt Ltd
8206,155733,B,Road,4,5,177,medium,M,7,1,Next Electronics Pvt Ltd
8207,156113,C,Road,4,5,206,medium,M,5,1,Next Electronics Pvt Ltd
8208,155692,F,Road,3,4,175,low,F,2,0,Next Electronics Pvt Ltd
8209,155756,D,Road,5,5,247,medium,M,5,0,Next Electronics Pvt Ltd
8210,156262,F,Road,4,3,152,medium,F,4,0,Next Electronics Pvt Ltd
8211,156318,A,Road,4,4,162,low,F,8,0,Next Electronics Pvt Ltd
8212,155419,B,Road,3,4,206,medium,F,5,0,Next Electronics Pvt Ltd
8213,155616,C,Road,3,4,186,low,F,6,0,Next Electronics Pvt Ltd
8214,155416,F,Road,4,5,179,low,F,4,0,Next Electronics Pvt Ltd
8215,156092,D,Road,3,5,172,medium,F,7,0,Next Electronics Pvt Ltd
8216,155626,F,Flight,3,3,158,medium,M,7,0,Next Electronics Pvt Ltd
8217,155817,A,Flight,6,5,143,high,M,9,0,Next Electronics Pvt Ltd
8218,155706,B,Flight,5,3,171,medium,F,7,0,Next Electronics Pvt Ltd
8219,155710,C,Flight,4,2,175,high,M,4,0,Next Electronics Pvt Ltd
8220,155783,F,Flight,4,5,173,medium,F,8,1,Next Electronics Pvt Ltd
8221,155769,D,Flight,4,4,268,medium,M,10,0,Next Electronics Pvt Ltd
8222,156345,F,Flight,4,5,232,low,F,8,0,Next Electronics Pvt Ltd
8223,156109,A,Flight,4,2,203,medium,F,9,0,Next Electronics Pvt Ltd
8224,156166,B,Flight,3,4,140,low,M,3,0,Next Electronics Pvt Ltd
8225,155582,C,Flight,3,4,138,medium,F,10,1,Next Electronics Pvt Ltd
8226,155883,F,Flight,5,1,262,medium,M,9,0,Next Electronics Pvt Ltd
8227,155708,D,Flight,4,1,245,low,F,9,1,Next Electronics Pvt Ltd
8228,156213,F,Flight,3,4,224,low,F,10,1,Next Electronics Pvt Ltd
8229,155734,A,Flight,3,4,186,low,F,4,0,Next Electronics Pvt Ltd
8230,155788,B,Flight,4,2,282,medium,M,5,1,Next Electronics Pvt Ltd
8231,156059,C,Flight,5,1,266,low,M,8,1,Next Electronics Pvt Ltd
8232,155656,F,Flight,4,2,256,low,F,7,0,Next Electronics Pvt Ltd
8233,155517,D,Flight,3,3,155,medium,F,7,0,Next Electronics Pvt Ltd
8234,155462,F,Flight,2,4,142,high,M,2,0,Next Electronics Pvt Ltd
8235,155588,A,Flight,6,3,229,medium,M,6,0,Next Electronics Pvt Ltd
8236,155639,B,Flight,4,3,211,medium,F,6,0,Next Electronics Pvt Ltd
8237,155838,C,Flight,5,1,264,high,F,4,0,Next Electronics Pvt Ltd
8238,156339,F,Ship,6,1,217,medium,M,3,0,Next Electronics Pvt Ltd
8239,156015,D,Ship,5,,145,low,M,3,1,Next Electronics Pvt Ltd
8240,156303,F,Ship,3,2,185,low,M,6,0,Next Electronics Pvt Ltd
8241,155459,A,Ship,4,4,221,high,M,6,1,Next Electronics Pvt Ltd
8242,155927,B,Ship,4,5,208,low,F,8,0,Next Electronics Pvt Ltd
8243,156294,C,Ship,4,5,260,medium,M,2,0,Next Electronics Pvt Ltd
8244,156091,F,Ship,4,4,177,low,F,3,1,Next Electronics Pvt Ltd
8245,155474,D,Ship,4,1,144,low,F,10,0,Next Electronics Pvt Ltd
8246,156155,F,Ship,3,5,174,low,F,4,0,Next Electronics Pvt Ltd
8247,155912,A,Ship,3,2,215,high,M,1,0,Next Electronics Pvt Ltd
8248,155631,B,Ship,4,5,270,medium,M,9,1,Next Electronics Pvt Ltd
8249,155825,C,Ship,3,4,209,high,M,10,0,Next Electronics Pvt Ltd
8250,156210,F,Ship,5,1,103,low,F,10,1,Next Electronics Pvt Ltd
8251,155940,D,Ship,5,1,184,low,F,10,1,Next Electronics Pvt Ltd
8252,155413,F,Ship,5,3,226,high,F,6,0,Next Electronics Pvt Ltd
8253,155938,A,Ship,5,2,158,low,M,4,0,Next Electronics Pvt Ltd
8254,155763,B,Ship,3,2,274,high,M,2,0,Next Electronics Pvt Ltd
8255,156313,C,Ship,3,4,245,medium,F,7,0,Next Electronics Pvt Ltd
8256,155689,F,Ship,5,3,254,low,M,8,0,Next Electronics Pvt Ltd
8257,156122,D,Ship,5,3,252,low,M,2,1,Next Electronics Pvt Ltd
8258,155544,F,Ship,6,4,254,low,M,2,0,Next Electronics Pvt Ltd
8259,155586,A,Ship,4,3,263,low,F,10,0,Next Electronics Pvt Ltd
8260,156099,B,Ship,5,1,256,low,F,5,0,Next Electronics Pvt Ltd
8261,156053,C,Ship,6,5,264,medium,F,9,1,Next Electronics Pvt Ltd
8262,155456,F,Ship,4,2,237,low,M,6,1,Next Electronics Pvt Ltd
8263,156155,D,Ship,4,1,226,medium,F,2,0,Next Electronics Pvt Ltd
8264,155653,F,Ship,7,1,289,low,F,4,1,Next Electronics Pvt Ltd
8265,156033,A,Ship,7,1,281,low,F,9,0,Next Electronics Pvt Ltd
8266,155425,B,Ship,5,5,258,low,M,6,1,Next Electronics Pvt Ltd
8267,156116,C,Ship,6,4,263,low,M,3,0,Next Electronics Pvt Ltd
8268,156200,F,Ship,5,3,245,low,F,1,0,Next Electronics Pvt Ltd
8269,155373,D,Ship,7,3,296,medium,F,7,0,Next Electronics Pvt Ltd
8270,155609,F,Ship,7,4,286,low,M,3,1,Next Electronics Pvt Ltd
8271,156108,A,Ship,6,3,252,low,M,6,1,Next Electronics Pvt Ltd
8272,156136,B,Ship,6,5,301,low,F,4,1,Next Electronics Pvt Ltd
8273,155621,C,Ship,7,4,290,low,F,10,1,Next Electronics Pvt Ltd
8274,155446,F,Ship,7,2,247,medium,F,9,1,Next Electronics Pvt Ltd
8275,156344,D,Ship,3,1,138,medium,F,2,1,Next Electronics Pvt Ltd
8276,155513,F,Ship,5,4,262,medium,F,6,0,Next Electronics Pvt Ltd
8277,156122,A,Ship,4,2,245,low,F,5,0,Next Electronics Pvt Ltd
8278,155365,B,Ship,3,1,224,low,F,1,1,Next Electronics Pvt Ltd
8279,155654,C,Ship,3,1,186,low,F,1,1,Next Electronics Pvt Ltd
8280,155505,F,Ship,4,1,282,medium,M,10,0,Next Electronics Pvt Ltd
8281,155520,D,Ship,5,4,266,low,M,2,1,Next Electronics Pvt Ltd
8282,155392,F,Ship,4,5,256,low,F,8,1,Next Electronics Pvt Ltd
8283,155476,A,Ship,3,1,155,medium,F,7,0,Next Electronics Pvt Ltd
8284,155989,B,Ship,2,5,142,high,M,10,0,Next Electronics Pvt Ltd
8285,156030,C,Ship,6,5,229,medium,F,2,1,Next Electronics Pvt Ltd
8286,156020,F,Ship,4,3,211,medium,F,3,0,Next Electronics Pvt Ltd
8287,155374,D,Ship,5,5,264,high,M,8,1,Next Electronics Pvt Ltd
8288,155956,F,Ship,6,4,217,medium,F,4,1,Next Electronics Pvt Ltd
8289,155894,A,Ship,5,4,145,low,M,2,1,HarrisonTech Pvt Ltd
8290,156055,B,Ship,3,5,185,low,M,9,0,HarrisonTech Pvt Ltd
8291,155478,C,Ship,4,5,221,high,M,9,0,HarrisonTech Pvt Ltd
8292,155683,F,Ship,4,2,208,low,M,8,0,HarrisonTech Pvt Ltd
8293,156126,D,Ship,4,4,260,medium,M,6,0,HarrisonTech Pvt Ltd
8294,155986,F,Ship,4,5,177,low,F,2,0,HarrisonTech Pvt Ltd
8295,155971,A,Ship,4,1,144,low,M,8,0,HarrisonTech Pvt Ltd
8296,155372,B,Ship,3,3,174,low,F,1,0,HarrisonTech Pvt Ltd
8297,156357,C,Ship,3,2,215,high,M,2,1,HarrisonTech Pvt Ltd
8298,156323,F,Ship,4,1,270,medium,F,5,1,HarrisonTech Pvt Ltd
8299,156268,D,Ship,3,4,209,high,F,5,0,HarrisonTech Pvt Ltd
8300,155405,F,Ship,5,1,103,low,M,3,0,HarrisonTech Pvt Ltd
8301,156248,A,Ship,5,2,184,low,F,4,0,HarrisonTech Pvt Ltd
8302,155459,B,Ship,5,3,226,high,F,2,0,HarrisonTech Pvt Ltd
8303,156084,C,Ship,5,4,158,low,F,10,1,HarrisonTech Pvt Ltd
8304,156177,F,Ship,3,1,274,high,M,2,0,HarrisonTech Pvt Ltd
8305,156153,D,Ship,3,2,245,medium,F,7,0,HarrisonTech Pvt Ltd
8306,155372,F,Ship,5,4,254,low,M,4,1,HarrisonTech Pvt Ltd
8307,155541,A,Ship,5,4,252,low,M,9,1,HarrisonTech Pvt Ltd
8308,155816,B,Ship,6,2,254,low,F,9,0,HarrisonTech Pvt Ltd
8309,155779,C,Ship,4,1,263,low,M,3,0,HarrisonTech Pvt Ltd
8310,156288,F,Ship,5,5,256,low,F,10,1,HarrisonTech Pvt Ltd
8311,156188,D,Ship,6,3,264,medium,M,5,0,HarrisonTech Pvt Ltd
8312,155892,F,Ship,4,1,237,low,F,5,0,HarrisonTech Pvt Ltd
8313,155932,A,Ship,4,1,226,medium,M,6,0,HarrisonTech Pvt Ltd
8314,156060,B,Ship,7,4,289,low,M,1,0,HarrisonTech Pvt Ltd
8315,156172,C,Ship,7,2,281,low,F,6,1,HarrisonTech Pvt Ltd
8316,155766,F,Ship,5,5,258,low,F,10,1,HarrisonTech Pvt Ltd
8317,155988,D,Ship,6,5,263,low,M,10,0,HarrisonTech Pvt Ltd
8318,156246,F,Ship,5,3,245,low,F,10,0,HarrisonTech Pvt Ltd
8319,155792,A,Ship,7,3,296,medium,F,2,1,HarrisonTech Pvt Ltd
8320,155504,B,Ship,7,3,286,low,M,2,1,HarrisonTech Pvt Ltd
8321,156259,C,Ship,6,5,299,low,F,1,1,HarrisonTech Pvt Ltd
8322,156085,F,Ship,6,4,253,medium,M,10,0,HarrisonTech Pvt Ltd
8323,155441,D,Ship,7,5,269,medium,F,9,0,HarrisonTech Pvt Ltd
8324,156352,F,Ship,5,1,267,medium,F,3,1,HarrisonTech Pvt Ltd
8325,155672,A,Ship,5,4,226,medium,F,4,0,HarrisonTech Pvt Ltd
8326,155913,B,Ship,6,4,278,low,M,3,1,HarrisonTech Pvt Ltd
8327,155951,C,Ship,4,4,232,medium,M,2,0,HarrisonTech Pvt Ltd
8328,155654,F,Ship,6,4,287,low,F,5,1,HarrisonTech Pvt Ltd
8329,155696,D,Ship,4,2,228,low,M,6,0,HarrisonTech Pvt Ltd
8330,156216,F,Ship,5,1,232,low,M,4,0,HarrisonTech Pvt Ltd
8331,155702,A,Road,6,5,308,low,M,8,1,HarrisonTech Pvt Ltd
8332,156293,B,Road,7,5,287,low,F,8,0,HarrisonTech Pvt Ltd
8333,156315,C,Road,6,3,246,medium,F,8,0,HarrisonTech Pvt Ltd
8334,156175,F,Road,4,1,262,low,M,1,1,HarrisonTech Pvt Ltd
8335,155574,D,Road,6,4,275,low,M,10,0,HarrisonTech Pvt Ltd
8336,155484,F,Road,5,4,236,medium,F,2,1,HarrisonTech Pvt Ltd
8337,156321,A,Road,5,2,221,medium,M,2,1,HarrisonTech Pvt Ltd
8338,155610,B,Road,5,4,271,low,M,4,0,HarrisonTech Pvt Ltd
8339,155924,C,Road,4,4,229,low,M,9,0,HarrisonTech Pvt Ltd
8340,156297,F,Road,5,1,291,low,F,3,1,HarrisonTech Pvt Ltd
8341,155697,D,Road,5,5,261,medium,F,1,0,HarrisonTech Pvt Ltd
8342,155957,F,Road,6,4,285,medium,F,10,0,HarrisonTech Pvt Ltd
8343,155731,A,Road,6,4,262,low,M,9,0,HarrisonTech Pvt Ltd
8344,156301,B,Road,4,5,219,low,M,2,0,HarrisonTech Pvt Ltd
8345,155912,C,Road,6,1,302,low,F,1,1,HarrisonTech Pvt Ltd
8346,155976,F,Road,4,4,269,medium,F,2,0,HarrisonTech Pvt Ltd
8347,155939,D,Road,5,4,260,low,M,10,1,HarrisonTech Pvt Ltd
8348,156338,F,Road,7,2,297,low,F,7,1,HarrisonTech Pvt Ltd
8349,155409,A,Road,6,1,278,medium,M,6,0,HarrisonTech Pvt Ltd
8350,155578,B,Road,5,3,265,low,F,3,1,HarrisonTech Pvt Ltd
8351,156018,C,Road,6,2,286,low,F,5,1,HarrisonTech Pvt Ltd
8352,155620,F,Road,6,2,248,low,F,10,1,HarrisonTech Pvt Ltd
8353,155908,D,Flight,6,5,302,low,F,7,0,HarrisonTech Pvt Ltd
8354,155674,F,Flight,6,1,272,low,F,2,0,HarrisonTech Pvt Ltd
8355,155910,A,Flight,6,4,279,low,F,10,1,HarrisonTech Pvt Ltd
8356,155564,B,Flight,4,2,255,medium,M,2,0,HarrisonTech Pvt Ltd
8357,156020,C,Flight,5,4,245,medium,F,4,1,HarrisonTech Pvt Ltd
8358,155560,F,Flight,4,5,247,medium,M,6,0,HarrisonTech Pvt Ltd
